"","title","rating","year","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Fantasy","Horror","Musical","Mystery","Romance","SciFi","Thriller","War","Western","FilmNoir","freq"
"7873","Reflections In A Golden Eye",3.36,1967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
"7874","Reform School Girls",2.45652173913043,1986,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46
"7875","Regarding Henry",3.27703984819734,1991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,527
"7876","Regeneration",3.56896551724138,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29
"7877","Regret to Inform",3.80232558139535,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43
"7878","Regular Guys (Echte Kerle)",2.70833333333333,1996,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12
"7879","Reign of Fire",2.97108013937282,2002,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1435
"7880","Reign Over Me",3.6578073089701,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,301
"7881","Reindeer Games",2.61067335243553,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1396
"7882","Relative Fear",2.45689655172414,1994,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,58
"7883","Relative Strangers",1,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7884","Relax... It's Just Sex",3.25625,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80
"7885","Relentless",2.5952380952381,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42
"7886","Relic, The",2.8319970845481,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1372
"7887","Religulous",3.74615384615385,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65
"7888","Reluctant Astronaut, The",2.9875,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"7889","Reluctant Debutante, The",3.25,1958,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,62
"7890","Remains of the Day, The",3.90875519310663,1993,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6499
"7891","Rembrandt",3.78,1936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
"7892","Remember Me (Ricordati di me)",3.61538461538462,2003,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,13
"7893","Remember the Titans",3.79405376052131,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3683
"7894","Remo Williams: The Adventure Begins",3.14983713355049,1985,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,307
"7895","Renaissance",3.51948051948052,2006,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,77
"7896","Renaissance Man",3.08970856102004,1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2196
"7897","Rendez-vous",2.95,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
"7898","Rendezvous in Paris (Rendez-vous de Paris, Les)",3.31147540983607,1995,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,122
"7899","Rendition",3.34285714285714,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,140
"7900","Renegades",2.28787878787879,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"7901","Reno 911!: Miami",2.94378698224852,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169
"7902","Rent",3.43333333333333,2005,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,330
"7903","Rent-A-Cop",1.88461538461538,1988,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,78
"7904","Rent-a-Kid",2.77124183006536,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153
"7905","Replacement Killers, The",3.112063867534,1998,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1691
"7906","Replacements, The",3.12014725568942,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1494
"7907","Repo Man",3.62435233160622,1984,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3474
"7908","Repossessed",2.2725,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200
"7909","Reprise",3.36842105263158,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38
"7910","Repulsion",3.91634241245136,1965,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,514
"7911","Requiem for a Dream",4.03764278296989,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5778
"7912","Requiem for a Heavyweight",3.98170731707317,1962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,164
"7913","Rescue Dawn",3.65577889447236,2006,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,398
"7914","Rescuers Down Under, The",3.2463768115942,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242
"7915","Rescuers, The",3.42410119840213,1977,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1502
"7916","Reservation Road",3.34905660377358,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,53
"7917","Reservoir Dogs",4.09163687816503,1992,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,13428
"7918","Resident Evil",3.05227379278012,2002,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2133
"7919","Resident Evil: Apocalypse",2.87996031746032,2004,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1008
"7920","Resident Evil: Extinction",3.08641975308642,2007,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,324
"7921","Respiro",3.54901960784314,2002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,51
"7922","Restaurant",3,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"7923","Restoration",3.46073619631902,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1630
"7924","Resurrecting the Champ",3.35135135135135,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37
"7925","Resurrection",3.675,1980,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20
"7926","Resurrection Man",2.58333333333333,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,30
"7927","Retro Puppet Master",1.87903225806452,1999,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,62
"7928","Retroactive",2.83898305084746,1997,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,59
"7929","Return from Witch Mountain",2.91402116402116,1978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,756
"7930","Return of a Man Called Horse, The",2.95454545454545,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88
"7931","Return of Doctor X, The",2.83333333333333,1939,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,3
"7932","Return of Don Camillo, The (Le Retour de Don Camillo)",2.96153846153846,1956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"7933","Return of Jafar, The",2.36652314316469,1994,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,929
"7934","Return of Martin Guerre, The (Retour de Martin Guerre, Le)",3.92212725546059,1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1053
"7935","Return of Swamp Thing, The",1.96590909090909,1989,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,132
"7936","Return of the Dragon (Way of the Dragon, The) (Meng long guo jiang)",3.65645161290323,1972,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,310
"7937","Return of the Fly",2.50471698113208,1959,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,212
"7938","Return of the Killer Tomatoes!",2.34355828220859,1988,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,163
"7939","Return of the Living Dead Part II",2.71028037383178,1988,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,214
"7940","Return of the Living Dead, The",3.28928571428571,1985,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,560
"7941","Return of the Magnificent Seven, The (a.k.a. Return of the Seven)",2.97311827956989,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93
"7942","Return of the Musketeers, The",2.91538461538462,1989,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"7943","Return of the Pink Panther, The",3.66224489795918,1975,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2940
"7944","Return of the Secaucus 7",3.68791946308725,1980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149
"7945","Return of the Street Fighter (Satsujin ken 2)",3.14583333333333,1974,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24
"7946","Return of the Vampire, The",2.5,1944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
"7947","Return to Horror High",1.81707317073171,1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41
"7948","Return to Me",3.53175591531756,2000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1606
"7949","Return to Never Land",2.6460396039604,2002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
"7950","Return to Oz",2.93503289473684,1985,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1216
"7951","Return to Paradise",3.49006116207951,1998,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,654
"7952","Return to Peyton Place",2.53333333333333,1961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
"7953","Return to Snowy River (a.k.a. The Man From Snowy River II)",3.25465838509317,1988,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,161
"7954","Return to the Blue Lagoon",1.97359154929577,1991,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,284
"7955","Return with Honor",3.98148148148148,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54
"7956","Return, The",2.43023255813953,2006,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,43
"7957","Return, The (Vozvrashcheniye)",3.98324022346369,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179
"7958","Returner (Ritaanaa)",3.38679245283019,2002,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159
"7959","Revenge",2.94927536231884,1990,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,69
"7960","Revenge of Frankenstein, The",2.95833333333333,1958,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,60
"7961","Revenge of the Nerds",3.16726296958855,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1677
"7962","Revenge of the Nerds II: Nerds in Paradise",2.21384136858476,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,643
"7963","Revenge of the Ninja",2.33333333333333,1983,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"7964","Revenge of the Pink Panther",3.61683848797251,1978,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,582
"7965","Revenge of the Zombies",2.25,1943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"7966","Revengers Tragedy",3.53571428571429,2002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14
"7967","Reversal of Fortune",3.81365576102418,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,703
"7968","Revolution #9",2.76666666666667,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
"7969","Revolution OS",3.66019417475728,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103
"7970","Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup)",4.0377358490566,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
"7971","Revolutionary Road",2.25,2008,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
"7972","Revolver",3.24350649350649,2005,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,154
"7973","Rhapsody in August (Hachigatsu no rapusodî)",3.72413793103448,1991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58
"7974","Rhinestone",1.84126984126984,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"7975","Rhyme & Reason",3.34722222222222,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36
"7976","Rich and Famous",3.01785714285714,1981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28
"7977","Rich and Strange",3,1932,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,44
"7978","Rich Man's Wife, The",2.68,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,175
"7979","Richard III",3.77604166666667,1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3077
"7980","Richard III",3.86581683998658,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3077
"7981","Richard Pryor Here and Now",3.65950920245399,1983,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,163
"7982","Richard Pryor Live on the Sunset Strip",3.7970297029703,1982,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,303
"7983","Richie Rich",2.42136329017517,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2626
"7984","Ride",1.96153846153846,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
"7985","Ride the High Country",3.77777777777778,1962,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,90
"7986","Ride with the Devil",3.30252100840336,1999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,357
"7987","Riders",2.08333333333333,2002,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6
"7988","Ridicule",3.88148667601683,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,713
"7989","Riding Giants",3.83064516129032,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,186
"7990","Riding in Cars with Boys",2.98695136417556,2001,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,843
"7991","Riding the Bullet",2.40322580645161,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31
"7992","Rififi (Du rififi chez les hommes)",4.12908011869436,1955,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,337
"7993","Right Stuff, The",3.97277172705046,1983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4499
"7994","Righteous Kill",3,2008,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,54
"7995","Ring (Ringu)",3.61760184473482,1998,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1301
"7996","Ring of Bright Water",3,1969,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18
"7997","Ring of Darkness",3.5,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"7998","Ring of Terror",1.25,1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"7999","Ring Two, The",2.60564853556485,2005,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,478
"8000","Ring, The",3.09302325581395,1927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4682
"8001","Ring, The",3.48156930372925,2002,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,4682
"8002","Ringer, The",2.77884615384615,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156
"8003","Ringu 0: Bâsudei",3,2000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,44
"8004","Ringu 2 (a.k.a. Ring 2)",3.08602150537634,1999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,186
"8005","Rio Bravo",3.86572700296736,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,674
"8006","Rio Grande",3.52477477477477,1950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,222
"8007","Rio Lobo",3.39583333333333,1970,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,96
"8008","Ripe",2.68181818181818,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
"8009","Ripley's Game",3.38181818181818,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,110
"8010","Rise",2.45454545454545,2007,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,22
"8011","Rising Place, The",3.5,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"8012","Rising Sun",3.11664392905866,1993,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2199
"8013","Risky Business",3.54688929551693,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4372
"8014","River's Edge",3.66533864541833,1986,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,502
"8015","River of No Return",3.17164179104478,1954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67
"8016","River Runs Through It, A",3.69698475811796,1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3018
"8017","River Wild, The",3.27800348229832,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6892
"8018","River, The",3.10944206008584,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,263
"8019","River, The",3.55,1951,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,263
"8020","Rivers and Tides",4.04961832061069,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131
"8021","Rize",3.47159090909091,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88
"8022","Road Games",3.59090909090909,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
"8023","Road Home, The (Wo de fu qin mu qin)",3.89617486338798,1999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,183
"8024","Road House",2.62223974763407,1989,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,651
"8025","Road House",2.88235294117647,1948,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,651
"8026","Road to Bali",3.21739130434783,1952,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,46
"8027","Road to El Dorado, The",3.08684985279686,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019
"8028","Road to Guantanamo, The",3.61165048543689,2006,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,103
"8029","Road to Hong Kong, The",3.03333333333333,1962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"8030","Road to Morocco",3.42,1942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125
"8031","Road to Perdition",3.68771372740596,2002,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4094
"8032","Road to Rio",3.30769230769231,1947,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13
"8033","Road to Singapore",3.29611650485437,1940,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,103
"8034","Road to Utopia",3.59090909090909,1946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"8035","Road to Wellville, The",2.6579283887468,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,782
"8036","Road to Zanzibar",3.26470588235294,1941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68
"8037","Road Trip",3.21312803889789,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3702
"8038","Road Warrior, The (Mad Max 2)",3.65539779130043,1981,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4437
"8039","Roadie",1.69444444444444,1980,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18
"8040","Roadkill (a.k.a. Roadkill: Move or Die)",3.61538461538462,1989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
"8041","Roadside Prophets",3.09756097560976,1992,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,41
"8042","Roaring Twenties, The",3.76973684210526,1939,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,76
"8043","Rob Roy",3.53412089983662,1995,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,7957
"8044","Robe, The",3.203125,1953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96
"8045","Roberta",3.26470588235294,1935,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,17
"8046","Robin and Marian",3.24271844660194,1976,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,206
"8047","Robin and the 7 Hoods",2.90909090909091,1964,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,33
"8048","Robin Hood",3.68414154652687,1973,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2289
"8049","Robin Hood: Men in Tights",3.01308608285785,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8062
"8050","Robin Hood: Prince of Thieves",3.26818071998067,1991,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4139
"8051","Robinson Crusoe (a.k.a. Adventures of Robinson Crusoe, The)",3.27083333333333,1954,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
"8052","Robinson Crusoe on Mars",2.93055555555556,1964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36
"8053","RoboCop",3.30064391500322,1987,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7765
"8054","RoboCop 2",2.40251572327044,1990,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2703
"8055","RoboCop 3",2.18614800759013,1993,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2635
"8056","Robot Carnival (Roboto kânibauru)",3.34745762711864,1987,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,59
"8057","Robot Jox",2.18085106382979,1990,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47
"8058","Robot Stories",2.91860465116279,2003,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,43
"8059","Robots",3.28748370273794,2005,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,767
"8060","Rocco and His Brothers (Rocco e i suoi fratelli)",4.125,1960,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4
"8061","Rock 'N' Roll High School",3.30555555555556,1979,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,126
"8062","Rock & Rule",3.5,1983,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
"8063","Rock School",3.46551724137931,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116
"8064","Rock Star",2.96301188903567,2001,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,757
"8065","Rock, The",3.6982019594745,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17964
"8066","Rocker, The",3.25,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"8067","Rocket Gibraltar",3.35897435897436,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39
"8068","Rocket Man",2.70825147347741,1997,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,509
"8069","Rocket Science",3.53571428571429,2007,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,126
"8070","Rocketeer, The",3.049030029232,1991,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3763
"8071","Rocketship X-M",2.59375,1950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80
"8072","Rockin' in the Rockies",2,1945,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"8073","Rocking Horse Winner, The",3.28571428571429,1950,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,28
"8074","RocknRolla",3.80882352941176,2008,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,34
"8075","Rocky",3.71362659587916,1976,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7911
"8076","Rocky Balboa",3.32627118644068,2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,472
"8077","Rocky Horror Picture Show, The",3.31424562341307,1975,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,7483
"8078","Rocky II",3.06047249647391,1979,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2836
"8079","Rocky III",2.85762331838565,1982,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2676
"8080","Rocky IV",2.71002763521516,1985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2533
"8081","Rocky V",2.11383207750269,1990,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1858
"8082","Roger & Me",3.95970184020499,1989,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4293
"8083","Roger Dodger",3.59255533199195,2002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,497
"8084","Rogue",3,2007,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
"8085","Role Models",3.875,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
"8086","Roll Bounce",2.9,2005,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,35
"8087","Roller Boogie",1.20588235294118,1979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
"8088","Rollerball",3.18723849372385,1975,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,963
"8089","Rollerball",1.83917525773196,2002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,963
"8090","Rollercoaster",2.62738853503185,1977,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,157
"8091","Rolling Thunder",3.64285714285714,1977,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42
"8092","Rollover",2.26315789473684,1981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19
"8093","Roman de gare",3.36363636363636,2007,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11
"8094","Roman Holiday",4.11737553577316,1953,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3033
"8095","Romance",2.83176100628931,1999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,318
"8096","Romancing the Stone",3.49243542435424,1984,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8130
"8097","Romantic Comedy",2.25,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"8098","Romeo and Juliet",3.69659239842726,1968,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1526
"8099","Romeo Is Bleeding",3.32977207977208,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1404
"8100","Romeo Must Die",2.96864914707238,2000,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2169
"8101","Romero",3.76063829787234,1989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94
"8102","Romper Stomper",3.51754385964912,1992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,741
